edition_id,set_id,set_name,series_id,series_name,tier,max_mint_size
1,,,,,,
10,,,,,,
100,,,,,,
353,,,,,,
362,,,,,,
547,,,,,,
4371,,,,,,
4370,,,,,,
4372,,,,,,
548,,,,,,
549,,,,,,
4373,,,,,,
550,,,,,,
551,,,,,,
552,,,,,,
4374,,,,,,
4375,,,,,,
363,,,,,,
4376,,,,,,
4377,,,,,,
4378,,,,,,
4379,,,,,,
4380,,,,,,
4381,,,,,,
4382,,,,,,
4383,,,,,,
101,,,,,,
4384,,,,,,
4385,,,,,,
4386,,,,,,
4387,,,,,,
553,,,,,,
4388,,,,,,
4389,,,,,,
4390,,,,,,
4391,,,,,,
4392,,,,,,
4393,,,,,,
4394,,,,,,
4395,,,,,,
4396,,,,,,
4397,,,,,,
102,,,,,,
4399,,,,,,
4414,,,,,,
4416,,,,,,
4398,,,,,,
4406,,,,,,
4411,,,,,,
4409,,,,,,
4408,,,,,,
4415,,,,,,
4418,,,,,,
4404,,,,,,
4403,,,,,,
4419,,,,,,
4401,,,,,,
4405,,,,,,
4422,,,,,,
4410,,,,,,
4412,,,,,,
4407,,,,,,
4421,,,,,,
4413,,,,,,
4402,,,,,,
4400,,,,,,
4420,,,,,,
4417,,,,,,
4423,,,,,,
4424,,,,,,
554,,,,,,
4451,,,,,,
4449,,,,,,
4432,,,,,,
4441,,,,,,
4469,,,,,,
4471,,,,,,
4435,,,,,,
4426,,,,,,
4478,,,,,,
4452,,,,,,
4468,,,,,,
4475,,,,,,
4429,,,,,,
4457,,,,,,
4453,,,,,,
4462,,,,,,
4430,,,,,,
4437,,,,,,
4438,,,,,,
4472,,,,,,
4460,,,,,,
4474,,,,,,
4443,,,,,,
4477,,,,,,
4456,,,,,,
4442,,,,,,
4448,,,,,,
4466,,,,,,
4427,,,,,,
4463,,,,,,
4459,,,,,,
4433,,,,,,
4434,,,,,,
4444,,,,,,
4465,,,,,,
4447,,,,,,
4454,,,,,,
4445,,,,,,
4428,,,,,,
4425,,,,,,
4470,,,,,,
4431,,,,,,
4476,,,,,,
4467,,,,,,
4436,,,,,,
4450,,,,,,
4458,,,,,,
4439,,,,,,
4440,,,,,,
4473,,,,,,
4461,,,,,,
4455,,,,,,
4464,,,,,,
4446,,,,,,
4479,,,,,,
4481,,,,,,
4482,,,,,,
4480,,,,,,
4489,,,,,,
4488,,,,,,
4492,,,,,,
4491,,,,,,
4486,,,,,,
4493,,,,,,
4485,,,,,,
4494,,,,,,
4483,,,,,,
4487,,,,,,
4490,,,,,,
4484,,,,,,
4497,,,,,,
4496,,,,,,
4495,,,,,,
4504,,,,,,
4506,,,,,,
4511,,,,,,
4498,,,,,,
4508,,,,,,
4510,,,,,,
4502,,,,,,
4503,,,,,,
4512,,,,,,
4500,,,,,,
4505,,,,,,
4509,,,,,,
4501,,,,,,
4499,,,,,,
4507,,,,,,
4517,,,,,,
4515,,,,,,
4514,,,,,,
4521,,,,,,
4518,,,,,,
4520,,,,,,
4522,,,,,,
4513,,,,,,
4519,,,,,,
4516,,,,,,
4531,,,,,,
4526,,,,,,
4525,,,,,,
4532,,,,,,
4528,,,,,,
4529,,,,,,
4527,,,,,,
4524,,,,,,
4530,,,,,,
4523,,,,,,
4533,,,,,,
4534,,,,,,
4536,,,,,,
4535,,,,,,
4575,,,,,,
4569,,,,,,
4589,,,,,,
4568,,,,,,
4558,,,,,,
4580,,,,,,
4576,,,,,,
4552,,,,,,
4541,,,,,,
4543,,,,,,
4557,,,,,,
4571,,,,,,
4542,,,,,,
4583,,,,,,
4537,,,,,,
4574,,,,,,
4553,,,,,,
4565,,,,,,
4550,,,,,,
4570,,,,,,
4551,,,,,,
4564,,,,,,
4566,,,,,,
4561,,,,,,
4590,,,,,,
4579,,,,,,
4577,,,,,,
4586,,,,,,
4546,,,,,,
4588,,,,,,
4584,,,,,,
4555,,,,,,
4560,,,,,,
4549,,,,,,
4585,,,,,,
4539,,,,,,
4581,,,,,,
4544,,,,,,
4556,,,,,,
4573,,,,,,
4567,,,,,,
4562,,,,,,
4548,,,,,,
4547,,,,,,
4559,,,,,,
4538,,,,,,
4578,,,,,,
4587,,,,,,
4545,,,,,,
4582,,,,,,
4572,,,,,,
4540,,,,,,
4563,,,,,,
4554,,,,,,
4591,,,,,,
4642,,,,,,
4592,,,,,,
4638,,,,,,
4631,,,,,,
4600,,,,,,
4632,,,,,,
4622,,,,,,
4625,,,,,,
4619,,,,,,
4595,,,,,,
4602,,,,,,
4613,,,,,,
4614,,,,,,
4598,,,,,,
4621,,,,,,
4597,,,,,,
4596,,,,,,
4645,,,,,,
4601,,,,,,
4639,,,,,,
4628,,,,,,
4610,,,,,,
4612,,,,,,
4636,,,,,,
4618,,,,,,
4604,,,,,,
4641,,,,,,
4624,,,,,,
4611,,,,,,
4643,,,,,,
4629,,,,,,
4633,,,,,,
4606,,,,,,
4607,,,,,,
4640,,,,,,
4626,,,,,,
4594,,,,,,
4603,,,,,,
4609,,,,,,
4627,,,,,,
4637,,,,,,
4617,,,,,,
4616,,,,,,
4644,,,,,,
4630,,,,,,
4635,,,,,,
4623,,,,,,
4608,,,,,,
